exercise,primary_muscle,exercise_link,image_link
Double Arm Dumbbell Curl,Biceps,https://fitnessprogramer.com/exercise/double-arm-dumbbell-curl/,https://fitnessprogramer.com/wp-content/uploads/2022/04/Double-Arm-Dumbbell-Curl.gif
Seated Back Extension,Erector Spinae,https://fitnessprogramer.com/exercise/seated-back-extension/,https://fitnessprogramer.com/wp-content/uploads/2021/06/seated-back-extension.gif
Dumbbell Shrug,Trapezius,https://fitnessprogramer.com/exercise/dumbbell-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Shrug.gif
Incline Chest Fly Machine,Chest,https://fitnessprogramer.com/exercise/incline-chest-fly-machine/,https://fitnessprogramer.com/wp-content/uploads/2023/06/Incline-Chest-Fly-Machine.gif
Cable Shrug,Trapezius,https://fitnessprogramer.com/exercise/cable-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-Shrug.gif
Barbell Shrug,Trapezius,https://fitnessprogramer.com/exercise/barbell-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Shrug.gif
Behind The Back Barbell Shrug,Trapezius,https://fitnessprogramer.com/exercise/behind-the-back-barbell-shrug/,https://fitnessprogramer.com/wp-content/uploads/2023/03/Behind-The-Back-Barbell-Shrug-Reverse-Barbell-Shrug.gif
Dumbbell Incline Shrug,Trapezius,https://fitnessprogramer.com/exercise/dumbbell-incline-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Incline-Shrug.gif
Prone Incline Shrug,Trapezius,https://fitnessprogramer.com/exercise/prone-incline-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Decline-Shrug.gif
Lever Shrug,Trapezius,https://fitnessprogramer.com/exercise/lever-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Shrug.gif
Alternating Dumbbell Front Raise,Shoulders,https://fitnessprogramer.com/exercise/alternating-dumbbell-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Alternating-Dumbbell-Front-Raise.gif
Two Arm Cable Front Raise,Shoulders,https://fitnessprogramer.com/exercise/two-arm-cable-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/08/Two-Arm-Cable-Front-Raise.gif
Two Arm Dumbbell Front Raise,Shoulders,https://fitnessprogramer.com/exercise/two-arm-dumbbell-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/08/Two-Arm-Dumbbell-Front-Raise.gif
Dumbbell Front Raise,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Front-Raise.gif
Cable Front Raise,Shoulders,https://fitnessprogramer.com/exercise/cable-front-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Front-Raise.gif
Leaning Single Arm Dumbbell Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/leaning-single-arm-dumbbell-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Leaning-Single-Arm-Dumbbell-Lateral-Raise.gif
Seated Behind Neck Press,Shoulders,https://fitnessprogramer.com/exercise/seated-behind-neck-press/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Behind-the-Neck-Press.gif
Rear Delt Fly Machine,Shoulders,https://fitnessprogramer.com/exercise/rear-delt-machine-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Rear-Delt-Machine-Flys.gif
Rear Delt Fly Machine,Trapezius,https://fitnessprogramer.com/exercise/rear-delt-machine-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Rear-Delt-Machine-Flys.gif
Seated Rear Lateral Dumbbell Raise,Shoulders,https://fitnessprogramer.com/exercise/seated-rear-lateral-dumbbell-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Rear-Lateral-Dumbbell-Raise.gif
Half Arnold Press,Shoulders,https://fitnessprogramer.com/exercise/half-arnold-press/,https://fitnessprogramer.com/wp-content/uploads/2021/10/Half-Arnold-Press.gif
Arnold Press,Shoulders,https://fitnessprogramer.com/exercise/arnold-press/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Arnold-Press.gif
Seated Dumbbell Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/seated-dumbbell-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-Dumbbell-Lateral-Raise.gif
Lever Gripless Shrug,Trapezius,https://fitnessprogramer.com/exercise/lever-gripless-shrug/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Gripless-Shrug.gif
Cable Rear Delt Fly,Shoulders,https://fitnessprogramer.com/exercise/cable-rear-delt-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/02/cable-rear-delt-fly.gif
Cable Rear Delt Fly,Trapezius,https://fitnessprogramer.com/exercise/cable-rear-delt-fly/,https://fitnessprogramer.com/wp-content/uploads/2021/02/cable-rear-delt-fly.gif
Bent Over Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/bent-over-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Lateral-Raise.gif
Bent Over Lateral Raise,Trapezius,https://fitnessprogramer.com/exercise/bent-over-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bent-Over-Lateral-Raise.gif
Bent Arm Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/bent-arm-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/06/Dumbbell-Bent-Arm-Laterl-Raise.gif
Cable Upright Row,Shoulders,https://fitnessprogramer.com/exercise/cable-upright/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Upright-Row.gif
Cable Upright Row,Trapezius,https://fitnessprogramer.com/exercise/cable-upright/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Cable-Upright-Row.gif
Elbow To Knee Twists,Cardio,https://fitnessprogramer.com/exercise/elbow-to-knee-twists/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Elbow-To-Knee-Twists.gif
Face Pull,Shoulders,https://fitnessprogramer.com/exercise/face-pull/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Face-Pull.gif
Face Pull,Trapezius,https://fitnessprogramer.com/exercise/face-pull/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Face-Pull.gif
Half Kneeling High Cable Row Rope,Shoulders,https://fitnessprogramer.com/exercise/half-kneeling-high-cable-row-rope/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Half-Kneeling-High-Cable-Row-Rope.gif
Half Kneeling High Cable Row Rope,Trapezius,https://fitnessprogramer.com/exercise/half-kneeling-high-cable-row-rope/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Half-Kneeling-High-Cable-Row-Rope.gif
Calf Raise,Calf,https://fitnessprogramer.com/exercise/calf-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Calf-Raise.gif
Leaning Cable Lateral Raise,Shoulders,https://fitnessprogramer.com/exercise/leaning-cable-lateral-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/09/Leaning-Cable-Lateral-Raise.gif
Dumbbell Raise,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Raise.gif
Dumbbell Raise,Trapezius,https://fitnessprogramer.com/exercise/dumbbell-raise/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Raise.gif
Dumbbell Upright Row,Shoulders,https://fitnessprogramer.com/exercise/dumbbell-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Upright-Row.gif
Dumbbell Upright Row,Trapezius,https://fitnessprogramer.com/exercise/dumbbell-upright-row/,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Upright-Row.gif
Weighted Neck Harness Extension,Neck,https://fitnessprogramer.com/exercise/weighted-neck-harness-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Weighted-Neck-Harness-Extension.gif
Lying Weighted Neck Flexion,Neck,https://fitnessprogramer.com/exercise/lying-weighted-neck-flexion/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Weighted-Neck-Flexion.gif
Lying Weighted Neck Extension,Neck,https://fitnessprogramer.com/exercise/lying-weighted-neck-extension/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Weighted-Neck-Extension.gif
Lever Neck Right Side Flexion (plate loaded),Neck,https://fitnessprogramer.com/exercise/lever-neck-right-side-flexion-plate-loaded/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Neck-Right-Side-Flexion-plate-loaded.gif
Lever Neck Extension (plate loaded),Neck,https://fitnessprogramer.com/exercise/lever-neck-extension-plate-loaded/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Neck-Extension-plate-loaded.gif
Cable Seated Neck Flexion with head harness,Neck,https://fitnessprogramer.com/exercise/cable-seated-neck-flexion-with-head-harness/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Seated-Neck-Flexion-with-head-harness.gif
Cable Seated Neck Extension with head harness,Neck,https://fitnessprogramer.com/exercise/cable-seated-neck-extension-with-head-harness/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Seated-Neck-Extension-with-head-harness.gif
Alternate Leg Raises,Abs,https://fitnessprogramer.com/exercise/alternate-leg-raises/,https://fitnessprogramer.com/wp-content/uploads/2022/08/Alternate-Leg-Raises.gif
Bhekasana Frog Pose,Yoga,https://fitnessprogramer.com/exercise/bhekasana-frog-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Bhekasana.gif
Balasana | Child Pose,Yoga,https://fitnessprogramer.com/exercise/balasana-child-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Balasana-Child-Pose.gif
Anuvittasana | Standing Backbend Pose,Yoga,https://fitnessprogramer.com/exercise/anuvittasana-standing-backbend-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Anuvittasana-Standing-Backbend-Pose.gif
Anjaneyasana | Low Lunge Pose,Yoga,https://fitnessprogramer.com/exercise/anjaneyasana-low-lunge-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Anjaneyasana-Low-Lunge-Pose.gif
Eka Pada Setu Bandha Sarvangasana,Yoga,https://fitnessprogramer.com/exercise/eka-pada-setu-bandha-sarvangasana/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Eka-Pada-Setu-Bandha-Sarvangasana.gif
Dandayamana Bharmanasana | Balancing Table Pose,Yoga,https://fitnessprogramer.com/exercise/dandayamana-bharmanasana-balancing-table-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Dandayamana-Bharmanasana-Balancing-Table-Pose.gif
Chaturanga Dandasana | Low Plank Pose,Yoga,https://fitnessprogramer.com/exercise/chaturanga-dandasana-low-plank-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Chaturanga-Dandasana-Low-Plank-Pose.gif
Bitilasana | Cow Pose,Yoga,https://fitnessprogramer.com/exercise/bitilasana-cow-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Bitilasana-Cow-Pose.gif
Side Bend With Resistance Band,Not specified,https://fitnessprogramer.com/exercise/side-bend-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Side-bend.gif
Calf Raise with Resistance Band,Calf,https://fitnessprogramer.com/exercise/calf-raise-with-resistance-band/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Calf-Raise-with-Resistance-Band.gif
Pada Hastasana | Hands to Feet Pose,Yoga,https://fitnessprogramer.com/exercise/pada-hastasana-hands-to-feet-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Pada-Hastasana-Hands-to-Feet-Pose.gif
Titli Asana | Butterfly Pose,Yoga,https://fitnessprogramer.com/exercise/titli-asana-butterfly-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Titli-Asana-Butterfly-Pose.gif
Baddha Konasana | Butterfly Pose,Yoga,https://fitnessprogramer.com/exercise/badhakonasana-butterfly-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Badhakonasana-Butterfly-Pose-1.gif
Makarasana - Crocodile Pose,Yoga,https://fitnessprogramer.com/exercise/makarasana-crocodile-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Crocodile-Yoga-Pose.gif
Ardha Uttanasana | Standing Half Forward Bend,Yoga,https://fitnessprogramer.com/exercise/ardha-uttanasana-standing-half-forward-bend/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Ardha-Uttanasana-Standing-Half-Forward-Bend.gif
Ardha Kapotasana - Half Pigeon Pose,Yoga,https://fitnessprogramer.com/exercise/ardha-kapotasana-half-pigeon-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Ardha-Kapotasana-Half-Pigeon-Pose-360x360.png
Advasana | Reverse Corpse Pose,Yoga,https://fitnessprogramer.com/exercise/advasana-l-reverse-corpse-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Advasana-Reverse-Corpse-Pose.gif
Adho Mukha Vrksasana Yoga | Handstand Pose,Yoga,https://fitnessprogramer.com/exercise/adho-mukha-vrksasana-yoga-handstand-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/handstand-push-up.gif
Adho Mukha Svanasana | Downward Facing Dog,Yoga,https://fitnessprogramer.com/exercise/adho-mukha-svanasana-downward-facing-dog/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Adho-Mukha-Svanasana-Downward-Facing-Dog-360x360.png
Tadasana | Mountain Pose,Yoga,https://fitnessprogramer.com/exercise/tadasana-mountain-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Tadasana-Mountain-Pose.gif
Supta Baddha Konasana | Reclining Bound Angle,Yoga,https://fitnessprogramer.com/exercise/supta-baddha-konasana-reclining-bound-angle/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Supta-Baddha-Konasana-Reclining-Bound-Angle.gif
Viparita Karani | Legs ups the Wall Pose,Yoga,https://fitnessprogramer.com/exercise/viparita-karani-legs-ups-the-wall-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Legs-up-The-Wall-Yoga-Pose-360x360.png
Supta Matsyendrasana | Supine Spinal Twist,Yoga,https://fitnessprogramer.com/exercise/supta-matsyendrasana-supine-spinal-twist/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Supta-Matsyendrasana-Supine-Spinal-Twist-360x360.png
Samakonasana | Straight Angle Pose,Yoga,https://fitnessprogramer.com/exercise/samakonasana-straight-angle-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Samakonasana-Straight-Angle-Pose.gif
Shoulderstand | Salamba Sarvangasana,Yoga,https://fitnessprogramer.com/exercise/shoulderstand-salamba-sarvangasana/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Shoulder-Stand-Yoga-Pose-360x360.png
Nauka Sanchalanasan | Rowing the Boat Pose,Yoga,https://fitnessprogramer.com/exercise/nauka-sanchalanasan-rowing-the-boat-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Rowing-Boat-Yoga-Pose.gif
Malasana | Squat Pose or Garland Pose,Yoga,https://fitnessprogramer.com/exercise/malasana-squat-pose-or-garland-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Malasana-Squat-Pose-or-Garland-Pose-360x360.png
Full Lotus Pose,Yoga,https://fitnessprogramer.com/exercise/full-lotus-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Full-Lotus-Pose-360x360.png
Halasana | Plow Pose,Yoga,https://fitnessprogramer.com/exercise/plow-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Plow-Yoga-Pose-360x360.png
Locust Pose,Yoga,https://fitnessprogramer.com/exercise/locust-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Locust-Yoga-Pose-360x360.png
Wheel Pose | Chakrasana | Urdhva Dhanurasana,Yoga,https://fitnessprogramer.com/exercise/wheel-pose-urdhva-dhanurasana/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Wheel-Pose-Yoga-Pose.gif
Garudasana | Eagle Pose,Yoga,https://fitnessprogramer.com/exercise/garudasana-eagle-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/The-Eagle-Yoga-Pose.gif
Crab Pose,Yoga,https://fitnessprogramer.com/exercise/crab-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Crab-Pose.gif
Childs Pose To Cobra Pose,Yoga,https://fitnessprogramer.com/exercise/childs-pose-to-cobra-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Child-to-Cobra-Pose.gif
Camel Pose,Yoga,https://fitnessprogramer.com/exercise/camel-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Camel-Pose-360x360.png
Bridge Pose,Yoga,https://fitnessprogramer.com/exercise/bridge-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Bridge-Pose.gif
Saithalyasana (Animal Relaxation Pose),Yoga,https://fitnessprogramer.com/exercise/saithalyasana-animal-relaxation-pose/,https://fitnessprogramer.com/wp-content/uploads/2022/05/Saithalyasana-Animal-Relaxation-Pose-360x360.png
Lever Front Pulldown,Back / Wing,https://fitnessprogramer.com/exercise/lever-front-pulldown/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-Pulldown.gif
Pull-Up,Back / Wing,https://fitnessprogramer.com/exercise/pull-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pull-up.gif
Pull-Up,Calisthenic,https://fitnessprogramer.com/exercise/pull-up/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pull-up.gif
Cable Rear Pulldown,Back / Wing,https://fitnessprogramer.com/exercise/cable-rear-pulldown/,https://fitnessprogramer.com/wp-content/uploads/2021/08/Cable-Rear-Pulldown.gif
Lat Pulldown,Back / Wing,https://fitnessprogramer.com/exercise/lat-pulldown/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lat-Pulldown.gif
Seated Cable Row,Back / Wing,https://fitnessprogramer.com/exercise/seated-cable-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Cable-Row.gif
Barbell Bent Over Row,Back / Wing,https://fitnessprogramer.com/exercise/barbell-bent-over-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif
Barbell Bent Over Row,Erector Spinae,https://fitnessprogramer.com/exercise/barbell-bent-over-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif
Barbell Bent Over Row,Full Body,https://fitnessprogramer.com/exercise/barbell-bent-over-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Bent-Over-Row.gif
Cable Straight Arm Pulldown,Back / Wing,https://fitnessprogramer.com/exercise/cable-straight-arm-pulldown/,https://fitnessprogramer.com/wp-content/uploads/2021/05/Cable-Straight-Arm-Pulldown.gif
Legless Rope Climb,Back / Wing,https://fitnessprogramer.com/exercise/rope-climb/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rope-Climb.gif
Legless Rope Climb,Calisthenic,https://fitnessprogramer.com/exercise/rope-climb/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rope-Climb.gif
Legless Rope Climb,Full Body,https://fitnessprogramer.com/exercise/rope-climb/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rope-Climb.gif
Push-up Toe Touch,Cardio,https://fitnessprogramer.com/exercise/push-up-toe-touch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Push-up-Toe-Touch.gif
Push-up Toe Touch,Full Body,https://fitnessprogramer.com/exercise/push-up-toe-touch/,https://fitnessprogramer.com/wp-content/uploads/2022/02/Push-up-Toe-Touch.gif
Lever T-Bar Row,Back / Wing,https://fitnessprogramer.com/exercise/lever-t-bar-row/,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lever-T-bar-Row.gif
